coreid,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Quaternary,Binary
2018[Cd][sra]3[ASR]1,147.9046,282.7048,572.5338,569.8872,5330,7808,6610,6996,17,40,62,72,112,292,342,360,11.8223,30.6164,39.1942,43.2756,2.8561,28.0202,16.94225,32.52405,2304,1752,1032,2160,1,5,4,6.5,25,52.5,55,82.5,2.1904,5.1356,4.2624,7.2298,0,-8.13,-3.265,-8.26,0,203.5,170.5,267,0,0,0,0,0,14.5,9,16,0,3.93,3.04,4.735,286.1238,564.672,901.5908,1133.149,1314,2616,3968,4348,40,84,132,174,216,540,788,910,18.676,43.1508,64.97,78.179,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2018[Cd][unj]3[ASR]2,277.0338,533.9118,1168.7328,1493.0568,9000,15378,17454,15192,36,78,150,192,228,600,870,828,25.3881,60.9036,105.5472,117.5094,2.8561,27.2428,29.575,51.7647,2304,2256,1776,2448,1,5,7,12,25,60,105,130,2.1904,5.846,7.3852,10.5968,0,-7.67,-5.67,-10.35,0,193,299,525,0,0,0,0,0,13,14,34,0,3.45,5.37,10.6,197.6204,406.674,694.7152,861.6204,674,1440,1966,2004,32,64,112,142,176,436,588,628,11.496,27.8432,41.3896,47.4454,10.5376,12.138,28.3528,33.0676,56.5,66,117.25,133,1,1.5,3.5,4,2.5,8.5,13,13,0.5477,0.85855,1.61625,1.8186,41.425,113.565,190.2057675,198.0814555,0,0.935,2.1075,2.395,0,2,9.75,11.5,0,0,0,0,0,-2.5,-1.75,-1.75,0,-0.04,0.43,0.52,0,-6.9,-4.2588875,-3.610665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Ce][nan]3[ASR]3,293.7096,496.4608,2141.824,1804.2112,15024,27520,62512,55936,32,88,216,264,328,1080,1976,2280,26.0288,84.6216,163.7048,213.6856,1.2544,26.9696,15.1872,61.5104,3364,3248,11484,7424,1,7,7,17,49,119,231,273,2.6569,8.3293,12.9911,20.4891,0,-16.24,-5.72,-35.88,0,350,208,858,0,0,0,0,0,32,16,80,0,6.3,3.44,15.14,162.716,255.408,409.9444,538.3246,868,1392,2224,2892,16,32,48,58,80,192,256,250,8.8912,18.3568,27.2336,32.4314,11.8336,4.386,10.3028,8.772,64,24,56,48,1,0.5,1,1,0.5,1.5,2,3,0.5329,0.28105,0.5475,0.5621,28.09,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,7.9202,5.0745,10.149,23.1437,40.5,27,54,121.5,0.5,0.5,1,2,0.5,1.5,3,5,0.25205,0.27335,0.5467,1.0721,6.9938,21.131,42.262,70.3868,0,0.715,1.43,2.145,0,1.5,3,4.5,0,0,0,0,0,-1,-2,-3,0,-0.03,-0.06,-0.09,0,-3.78,-7.56,-11.34,2,1
2018[Ce][nan]3[ASR]4,293.7096,496.4608,2141.824,1804.2112,15024,27520,62512,55936,32,88,216,264,328,1080,1976,2280,26.0288,84.6216,163.7048,213.6856,1.2544,26.9696,15.1872,61.5104,3364,3248,11484,7424,1,7,7,17,49,119,231,273,2.6569,8.3293,12.9911,20.4891,0,-16.24,-5.72,-35.88,0,350,208,858,0,0,0,0,0,32,16,80,0,6.3,3.44,15.14,162.716,255.408,409.9444,538.3246,868,1392,2224,2892,16,32,48,58,80,192,256,250,8.8912,18.3568,27.2336,32.4314,11.8336,4.386,10.3028,8.772,64,24,56,48,1,0.5,1,1,0.5,1.5,2,3,0.5329,0.28105,0.5475,0.5621,28.09,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,7.9202,5.0745,10.149,23.1437,40.5,27,54,121.5,0.5,0.5,1,2,0.5,1.5,3,5,0.25205,0.27335,0.5467,1.0721,6.9938,21.131,42.262,70.3868,0,0.715,1.43,2.145,0,1.5,3,4.5,0,0,0,0,0,-1,-2,-3,0,-0.03,-0.06,-0.09,0,-3.78,-7.56,-11.34,2,1
2018[Co][flu]3[ASR]1,216.734,413.5808,889.2024,1203.9296,2598,6408,8604,8016,26,56,100,144,164,448,588,544,16.8032,40.5104,66.6,84.42,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,293.0149,621.1502,992.9908,1174.982,1270,2762,4042,4196,43,92,146,180,238,592,850,934,19.1747,45.9544,68.569,77.3596,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,9.2416,19.08106667,37.4528,40.63466667,49,102.6666667,182,200.6666667,1,2.333333333,4.666666667,5.333333333,5.666666667,17,28.33333333,35,0.5625,1.3375,2.475,2.88,54.76,175.8733333,318.235076,412.4617427,0,0.816666667,1.866666667,2.846666667,0,1.666666667,6.666666667,8.666666667,0,0,0,0,0,-1.333333333,-0.666666667,-2.666666667,0,-0.033333333,0.2,0.16,0,-6.5,-8.471406667,-16.27140667,1,0
2018[Co][flu]3[ASR]2,291.4794,618.3232,1531.7712,2163.6452,4370,11004,20494,24056,34,84,172,276,268,832,1498,1772,22.2638,62.1136,117.829,170.5564,3.5344,34.8176,37.5342,84.365,729,1161,2619,2821.5,1,5.5,8.5,14.5,30.5,82.5,155.5,204.5,1.5876,5.0841,9.009,13.6269,0,-8.18,-3.985,-17.615,0,105.5,132.5,287,0,0,0,0,0,15.5,18,41,0,2.895,3.56,7.455,264.1714,534.5522,856.159,1024.886,1189,2438,3694,3956,37,78,124,152,202,500,718,806,16.9261,39.5018,59.214,68.6512,11.1856,10.8274,21.6406,21.48,60.25,58.75,117.25,106.125,1,1.25,2.25,2.625,1.75,4.75,7.75,10,0.5403,0.706575,1.250625,1.3803375,34.7575,79.5125,121.485,165.0572303,0,0.79,0.9125,2.0175,0,1.75,2,6,0,0,0,0,0,-1.75,-2.375,-3.5,0,-0.035,-0.04,0.0675,0,-5.475,-6.45,-10.84016625,9.2416,23.256,49.4912,64.448,49,126,266,203,1,3,6,9,9,27,51,51,0.5625,1.7325,3.435,3.6975,54.76,250.86,444,501.24307,0,1.47,1.96,6.16,0,3,4,34,0,0,0,0,0,0,1,10,0,-0.06,-0.08,1.82,0,-11.7,-15.6,-1.13555,1,0
2018[Co][flu]3[ASR]3,251.9608,513.5232,1308.0624,1346.416,3499,9312,13724,14592,27,68,130,164,214,616,954,1048,18.0324,51.1,85.7402,106.4924,3.5344,38.8032,27.08453333,65.48666667,729,1296,1728,2196,1,6,6,11.33333333,36,80,132,168,1.5876,5.5188,6.6444,10.6596,0,-9.36,-3.126666667,-13.52666667,0,114,98,224.6666667,0,0,0,0,0,22.66666667,14,40,0,3.18,2.286666667,5.82,258.0656,486.1584,761.244,930.347,1256,2370,3576,3872,33,68,104,132,172,420,588,644,16.2289,35.9152,52.9596,62.0028,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,10.1056,18.3008,25.39973333,38.36133333,54,98,137.3333333,169.3333333,1,2,3,5,4.666666667,11,17.33333333,26.33333333,0.552633333,1.125,1.707366667,2.4721,45.87,118.4,213.35,327.3468187,0,0.326666667,1.276666667,3.316666667,0,0.666666667,2.666666667,12.66666667,0,0,0,0,0,-0.333333333,-1.666666667,-1.333333333,0,-0.013333333,-0.053333333,0.413333333,0,-2.6,-9.8,-12.54281333,2,1
2018[Co][kgd]2[ASR]1,191.6214,391.6096,862.8768,943.7984,3171,7200,10772,10944,21,52,90,116,150,416,650,696,14.715,39.2448,62.675,76.65,3.5344,30.18026667,23.88853333,53.66773333,729,1008,1620,1800,1,4.666666667,5.333333333,9.333333333,22.66666667,52,92,113.3333333,1.5876,4.2924,5.9976,8.7864,0,-7.28,-2.68,-11,0,88.66666667,84,185.3333333,0,0,0,0,0,12,8,22,0,2.473333333,1.96,4.786666667,269.8992,507.0736,799.7032,1006.6462,1320,2482,3784,4288,34,70,108,140,178,438,620,692,16.7618,37.0102,55.1788,66.4412,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,10.9696,15.56026667,24.51626667,33.3592,59,83.66666667,132.6666667,162,1,1.666666667,2.666666667,4,3.666666667,9,13.33333333,19.33333333,0.542766667,0.932366667,1.494866667,2.069466667,36.98,92.23666667,159.0566667,242.9084093,0,0.46,1.083333333,2.696666667,0,1,2.333333333,8.666666667,0,0,0,0,0,-0.666666667,-1.333333333,-2,0,-0.02,-0.046666667,0.16,0,-3.3,-7.9,-13.27140667,3,1
2018[Co][nan]3[ASR]10,534.6576,1156.3904,3341.6064,4118.9184,8584,22944,43156,57216,58,156,344,520,516,1612,3048,4144,40.3058,120.596,239.3956,360.9704,3.5344,37.1864,32.806,101.5764,729,1242,2632.5,3402,1,5.75,7.5,17,33.25,82.75,171,246,1.5876,5.28885,8.82,15.8886,0,-8.97,-3.35,-22.07,0,109.25,105,333,0,0,0,0,0,19,14,56,0,3.0475,2.45,8.81,227.7488,428.757,681.7808,836.829,1094,2064,3152,3558,30,62,96,124,158,390,560,660,14.571,32.571,48.5536,58.71,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]11,361.9184,954.4224,2500.008,2490.8032,6230,18240,28620,30976,42,136,272,320,500,1728,2876,3504,29.67,103.1856,181.4244,222.6928,3.5344,38.8032,26.2448,51.4368,729,1296,2106,1728,1,6,6,9.333333333,36,100,144,152,1.5876,5.5188,7.056,8.8536,0,-9.36,-2.68,-9.813333333,0,114,84,188,0,0,0,0,0,19.33333333,12,30.66666667,0,3.18,1.96,4.733333333,73.3444,122.196,166.362,164.8448,400,672,912,896,8,16,20,16,40,96,84,32,4.5032,9.24,11.3652,8.76,11.8336,8.772,17.544,32.4392,64,48,96,176,1,1,2,3,1,3,6,5,0.5329,0.5621,1.1242,1.6279,28.09,59.89,119.78,116.07,0,0.89,1.78,0.89,0,2,4,2,0,0,0,0,0,-2,-4,-2,0,-0.04,-0.08,-0.04,0,-6,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2018[Co][nan]3[ASR]3,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]4,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]5,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]6,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]7,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]8,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][nan]3[ASR]9,156.1206,351.912,875.0424,892.0608,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.1163,37.7118,70.6056,69.2916,3.5344,32.336,31.0388,49.8388,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5876,4.599,8.0262,8.5302,0,-7.8,-3.35,-9.59,0,95,105,181,0,0,0,0,0,11,10,20,0,2.65,2.45,4.57,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Co][scu]3[ASR]1,214.5804,425.3088,1066.8152,1576.92,2536,6356,10324,10712,27,60,128,204,200,624,954,960,16.5441,41.2072,77.375,109.0976,3.5344,41.4352,41.2284,89.2436,729,1269,1890,2538,1,7,9,17,49,126,210,266,1.5876,6.0354,8.8452,14.175,0,-8.88,-5.01,-15.51,0,142,173,365,0,0,0,0,0,31,33,81,0,4.03,4.32,10.17,214.0558,445.026,709.3668,787.045,964,2040,3012,2968,30,64,100,118,164,408,596,630,13.7774,32.4632,48.4612,52.5262,10.7968,11.4648,24.5112,16.3024,58,62.4,109.2,77.2,1,1.4,2.8,2,2.2,6.6,8.8,6.8,0.54474,0.79926,1.335,1.01652,38.758,102.83,134.8220912,118.6570456,0,0.926,1.402,1.6,0,2,6.4,5.2,0,0,0,0,0,-2,-1.2,-2.4,0,-0.04,0.272,0.096,0,-6.72,-2.845688,-7.602844,10.1056,18.428,37.45093333,30.26933333,54,100,163.3333333,125.3333333,1,2.333333333,4.666666667,4,6.333333333,19,27.33333333,24,0.552633333,1.342366667,2.265,1.899733333,45.87,187.2033333,277.5434853,251.6368187,0,1.276666667,2.396666667,2.693333333,0,2.666666667,10.66666667,11.33333333,0,0,0,0,0,-0.666666667,2.666666667,1.333333333,0,-0.053333333,0.453333333,0.44,0,-9.8,-5.942813333,-7.942813333,1,0
2018[Co][sql]2[ASR]2,76.8788,121.9136,180.3552,210.528,1129,2112,2064,1152,9,16,20,24,36,80,80,48,6.0908,11.8552,14.1564,13.4904,3.5344,25.8688,19.176,45.0448,729,864,648,1512,1,4,4,8,16,32,48,64,1.5876,3.6792,3.8808,7.56,0,-6.24,-2.68,-8.92,0,76,84,160,0,0,0,0,0,8,4,16,0,2.12,1.96,4.08,440.717,922.386,1508.5828,1930.397,1856,3984,5932,6500,66,140,228,306,368,932,1380,1618,28.5586,68.7764,104.9772,127.9098,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,10.9696,13.6,30.4064,23.90666667,59,74,126,110.6666667,1,1.666666667,3.666666667,3,3.666666667,12,15.66666667,15,0.542766667,0.952233333,1.6775,1.511966667,36.98,123.5466667,186.7434853,185.7084093,0,1.083333333,2.203333333,2.236666667,0,2.333333333,10.33333333,7.666666667,0,0,0,0,0,-1.666666667,1.333333333,-1.333333333,0,-0.046666667,0.46,0.18,0,-7.9,-4.042813333,-9.971406667,2,1
2018[Cr][nan]2[ASR]1,126.19,231.7184,446.4032,512.4224,1808,3840,4352,5376,14,32,48,64,80,192,256,320,9.8606,23.8272,32.6992,41.8144,2.7556,22.8416,16.932,39.7736,576,768,576,1344,1,4,4,8,16,32,48,80,1.6129,3.7084,3.9116,7.62,0,-7.12,-3.56,-10.68,0,64,72,136,0,0,0,0,0,8,4,12,0,2.16,2,4.16,291.6393,515.814,947.0332,1151.846,1362,2424,4324,4880,35,72,120,160,192,484,714,868,16.3307,36.96,59.1856,74.276,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,15.8404,10.149,41.8298,30.447,81,54,216,162,1,1,3,3,1,4,6,10,0.5041,0.5467,1.5549,1.6401,13.9876,42.262,70.2372,126.786,0,1.43,1.43,4.29,0,3,3,9,0,0,0,0,0,-3,-3,-7,0,-0.06,-0.06,-0.18,0,-7.56,-7.56,-22.68,1,0
